sent,verb,index,sign,seq_label,label,verbs,indexs,signs,labels,dataset
He kept on turning up at my barn and I joked to the guy that clearly he did n't want to be sold .,turn,[3],VPC,"['0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['turn'],[3],['VPC'],[1],parseme
It is genetic and the child needs to get the gene from both parents to turn into a vegetable instead of a thinking child .,turn,[15],IAV,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,['turn'],[15],['IAV'],[1],parseme
Harry had n't told the Dursleys this ; he knew it was only their terror that he might turn them all into dung beetles that stopped them locking him in the cupboard under the stairs with his wand and broomstick .,turn,[18],IAV,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['turn'],[18],['IAV'],[1],parseme
"Rationality turns into narrow intellectualism, freedom into licence, independence into isolationism, dignity into selfish pride; the autonomous human being turns out to be no more than a social atom after all.",turn,[1],NONE,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"['turn', 'turn']","[1, 1]","['NONE', 'VERB']","[0, 1]",vua
"There had been no need to pretend, to turn aside.",turn,[8],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['turn'],[8],['NONE'],[0],vua
"Coming back, I've got ta I've got ta stand here so I can turn the camera on!",turn,[13],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['turn'],[13],['NONE'],[0],vua
You turn right.,turn,[1],NONE,"[0, 0, 0]",0,['turn'],[1],['NONE'],[0],vua
"Unless it got personal, I'd turn it off, I mean I mean when we went the estate agents and solicitors",turn,[5],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['turn'],[5],['NONE'],[0],vua
She turns to Fairfax.,turn,[1],NONE,"[0, 0, 0, 0]",0,['turn'],[1],['NONE'],[0],vua
Rugby Union: Welsh horizon all turns black,turn,[5],NONE,"[0, 0, 0, 0, 0, 0, 0]",0,['turn'],[5],['NONE'],[0],vua
You turn right,turn,[1],NONE,"[0, 0, 0]",0,['turn'],[1],['NONE'],[0],vua
turn them off,turn,[0],NONE,"[0, 0, 0]",0,['turn'],[0],['NONE'],[0],vua
Before you hit the blank wall you turn to your left.,turn,[7],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['turn'],[7],['NONE'],[0],vua
Well I don't know which turns out best,turn,[5],VERB,"[0, 0, 0, 0, 0, 1, 0, 0]",1,['turn'],[5],['VERB'],[1],vua
"It was submitted that an owner can not turn his back on his property because when he purchases and takes on the responsibility of letting, he knows the property will in the course of time deteriorate.",turn,[8],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['turn'],[8],['VERB'],[1],vua
AN INCOMING Labour government would turn large areas of Whitehall upside down â but the party's policy review barely considers the implications of its plans for restructuring government departments.,turn,[5],VERB,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['turn'],[5],['VERB'],[1],vua
"Although it is fashionable to talk about its value â for its own sake, what prompts the theorising is the strong and well-founded belief that the experiences of childhood affect the kind of adult which the child turns out to be.",turn,[37],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,['turn'],[37],['VERB'],[1],vua
None of them allowed their eyes to turn towards the pine wood.,turn,[7],VERB,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,['turn'],[7],['VERB'],[1],vua
"His plans in ruins, he is now reduced, Micawber-like, to hoping something will turn up before his players face the All Blacks in five short weeks.",turn,[13],VERB,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['turn'],[13],['VERB'],[1],vua
He decided to turn the pressure on the Russian.,turn,[3],VERB,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",1,['turn'],[3],['VERB'],[1],vua
"However, there is a new plan to turn land over to wind farming.",turn,[7],VERB,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,['turn'],[7],['VERB'],[1],vua
""" So let us make a deal .",make,[4],LVC,"['0', '0', '0', '0', '1', '0', '1', '0']",1,['make'],[4],['LVC'],[1],parseme
It is a daily routine to hear the same leader making opposite statements in Arabic to his people and in English to the rest of the world .,make,[10],LVC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['make'],[10],['LVC'],[1],parseme
"But Cid Hamete , the acknowledged author , never makes an appearance .",make,[9],LVC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0']",1,['make'],[9],['LVC'],[1],parseme
"At some points , as in the late 1980s , he reportedly made behind - the - scenes overtures to the Israelis to arrive at some sort of a deal .",make,[12],LVC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['make'],[12],['LVC'],[1],parseme
"In a statement issued June 16 , 2004 , the 9/11 Commission Staff concluded that "" Al Qaeda had an ambitious biological weapons program and was making advances in its ability to produce anthrax prior to September 11 .",make,[26],LVC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['make'],[26],['LVC'],[1],parseme
""" I 'm pretty suspicious of making broad generalizations , "" however , he cautioned .",make,[6],LVC,"['0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0']",1,['make'],[6],['LVC'],[1],parseme
Phil if you could please make copies and distribute ASAP .,make,[5],LVC,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",1,['make'],[5],['LVC'],[1],parseme
"So , one evening , I made a speech in English with gestures , not one of which was lost to the sixty pairs of eyes before me , and the next morning I started the hammock off in front all right .",make,[6],LVC,"['0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['make'],[6],['LVC'],[1],parseme
"You review and approve it , keep it on your desk , and I will come over and make the change at your desk on Monday .",make,[18],LVC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0']",1,['make'],[18],['LVC'],[1],parseme
"If you want to make changes to the design of the resulting page , you can open the page in Design view and make any changes you want .",make,[4],LVC,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",1,"['make', 'make']","[4, 23]","['LVC', 'LVC']","[1, 1]",parseme
"When these same leaders make other statements , the Western media report them as if they could be true .",make,[4],LVC,"['0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['make'],[4],['LVC'],[1],parseme
"Ben made another announcement on March 28 , 2005 :",make,[1],LVC,"['0', '1', '0', '1', '0', '0', '0', '0', '0', '0']",1,['make'],[1],['LVC'],[1],parseme
There is something wrong or maybe the individual made a mistake but to me that is not integrity .,make,[8],LVC,"['0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0']",1,['make'],[8],['LVC'],[1],parseme
"It was only months and months afterwards , when I made the attempt to recover what was left of the body , that I heard the original quarrel arose from a misunderstanding about some hens .",make,[10],LVC,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['make'],[10],['LVC'],[1],parseme
"Making his way through the press of oncoming bodies , Quinn made a tour of the numbered gates , looking for hidden staircases , unmarked exits , dark alcoves .",make,[11],LVC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['make'],[11],['LVC'],[1],parseme
Oh you make the usual mistake of seeing the life of the African people as a blank ... and then the colonialists come along and we come to life – in your compounds and back yards .,make,[2],LVC,"['0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['make'],[2],['LVC'],[1],parseme
"Unfortunately for them , the general has decided to take seriously Colin Powell 's frequent boasts that it was on his nudging that the Indians made conciliatory gestures toward Islamabad .",make,[25],LVC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0']",1,['make'],[25],['LVC'],[1],parseme
"Based on how CRRA reacts , I would make an ultimate determination if the agreement needs to be attached to the LOI .",make,[8],LVC,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['make'],[8],['LVC'],[1],parseme
"Therefore he whacked the old nigger mercilessly , while a big crowd of his people watched him , thunderstruck , till some man , – I was told the chief 's son , – in desperation at hearing the old chap yell , made a tentative jab with a spear at the white man – and of course it went quite easy between the shoulder-blades .",make,[43],LVC,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['make'],[43],['LVC'],[1],parseme
There is a risk that observers underestimate the time that Al Qaeda has had to make progress in such recruitment and research and development .,make,[15],LVC,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,['make'],[15],['LVC'],[1],parseme
"As we have discussed .... effective Sep 13th , Anita will make the adjustments to Enron 's inventory and pad gas to reflect the February 26th results .",make,[11],LVC,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['make'],[11],['LVC'],[1],parseme
"That is , a user with an appropriate license can make changes to data in a spreadsheet , change formatting , drag fields in a chart or PivotTable List , and so on , as long as you did n't protect these options at design time .",make,[10],LVC,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,['make'],[10],['LVC'],[1],parseme
"Like HTML , XML makes use of tags and attributes , but while HTML specifies what each tag and attribute means ( and thus how the data between them will look in a browser ) , XML uses the tags only to delimit pieces of data , and leaves the interpretation of the data completely to the application that reads it .",make,[4],LVC,"['0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['make'],[4],['LVC'],[1],parseme
So he 's got a -- I 'm a decision - maker and I can make good decisions .,make,[15],LVC,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",1,['make'],[15],['LVC'],[1],parseme
Uncle Vernon might still have been able to make his deal – if it had n't been for the owl .,make,[8],LVC,"['0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['make'],[8],['LVC'],[1],parseme
He made a resigned grimace assuming understanding ... My wife and I decided we could n't stick it any longer .,make,[1],LVC,"['0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['make'],[1],['LVC'],[1],parseme
"Frustrated , the Americans decided for the best of reasons , as always , to make a heavier move :",make,[15],LVC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0']",1,['make'],[15],['LVC'],[1],parseme
Your mama is so fat : When she hauls ass she has to make two trips .,make,[13],LVC,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",1,['make'],[13],['LVC'],[1],parseme
They have to make a stronger commitment to rail .,make,[3],LVC,"['0', '0', '0', '1', '0', '0', '1', '0', '0', '0']",1,['make'],[3],['LVC'],[1],parseme
"See what it is doing now in the Warsaw Pact countries , it is making deals with the Communists .",make,[14],LVC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0']",1,['make'],[14],['LVC'],[1],parseme
"If you have not already made these decisions , Essie 's guidance should be helpful .",make,[5],LVC,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,['make'],[5],['LVC'],[1],parseme
"Oh , you must make trip the young man said proudly .",make,[4],LVC,"['0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0']",1,['make'],[4],['LVC'],[1],parseme
"This could well be the day I make the biggest deal of my career , said Uncle Vernon .",make,[7],LVC,"['0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0']",1,['make'],[7],['LVC'],[1],parseme
"Users without licenses will be able to view and print the components and the data in them , but they can not interact with or make changes to them .",make,[25],LVC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0']",1,['make'],[25],['LVC'],[1],parseme
"In 1947 Copeland had been sent to Damascus ( "" by whom is not stated , "" Kedourie says ) "" to make unofficial contact "" with Syrian leaders and "" to probe for means of persuading them , on their own , to liberalize their political system . """,make,[22],LVC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['make'],[22],['LVC'],[1],parseme
"Alexanian said to Pablo Casals after a performance of some of the suites , You made three bad mistakes .",make,[15],LVC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0']",1,['make'],[15],['LVC'],[1],parseme
"Ever since the first whispers about Google 's IPO , most investors have feared that the stock would come public at such a ridiculously high price that , even with a spectacularly profitable business model and some nearly flawless execution , the price would be too high for investors to make a real profit .",make,[50],LVC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0']",1,['make'],[50],['LVC'],[1],parseme
"You see , said Quinn , I 'm not making it up . I even have proof .",make,[9],VPC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0']",1,['make'],[9],['VPC'],[1],parseme
He had emerged into a dingy alleyway that seemed to be made up entirely of shops devoted to the Dark Arts .,make,[11],VPC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,['make'],[11],['VPC'],[1],parseme
"Arial photos , loose connections to AQ Kahn and Libya make up the evidence that the group presented .",make,[10],VPC,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0']",1,['make'],[10],['VPC'],[1],parseme
"Allocation determines which arcs in the network will be allocated to a particular node or centre; districting makes it possible to outline rapidly sets of polygons in order to define specific areas of interest( districts) and to summarize their characteristics; routeing provides a minimum path algorithm through the network, the arcs of which can be assigned weights according to road conditions, road capacity and so on.",make,[17],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['make'],[17],['NONE'],[0],vua
"Using equipment donated by Racal, the scientists have analysed recordings of the clicking dolphins make while hunting.",make,[14],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['make'],[14],['NONE'],[0],vua
"Nevertheless, the high proportion of inner urban populations composed of people from ethnic minorities, and the high incidence among these groups of all the indices of poverty and social and environmental hardship combined with the specific problem of inter-racial rivalry, harassment, and tension make race and ethnicity an aspect that is central to any analysis of the inner cities and of any ameliorative approach.",make,[43],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['make'],[43],['NONE'],[0],vua
"Oh I haven't got that long to make them, yet am I?",make,[7],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['make'],[7],['NONE'],[0],vua
"Oh I'll don't know I pastry, I can't do that, I can do the rest but I can't make the pastry.",make,[18],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['make'],[18],['NONE'],[0],vua
When are you gon na make mince pies?,make,[5],NONE,"[0, 0, 0, 0, 0, 0, 0, 0]",0,['make'],[5],['NONE'],[0],vua
You can make it different like and make it sort of still a dance area.,make,[2],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"['make', 'make']","[2, 2]","['NONE', 'NONE']","[0, 0]",vua
"Yet, despite such revolutionary changes in technology, novel solutions will still be required to make effective use of the new data sets.",make,[14],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['make'],[14],['NONE'],[0],vua
"However, significant resources are also being made available by the private sector where there is no immediate commercial gain: thus IBM UK Ltd has donated ̴�3.5m. of computing equipment to UNEP and IBM in general is actively supporting other R&D which can be expected to facilitate sustainable development: IBM Europe, for instance, has invested $16m. in its Bergen scientific centre to make it the focal point for the company's environmental modelling and a centre for information on the environment and sustainable development.",make,[61],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['make'],[61],['NONE'],[0],vua
And I'll just make the rest of the with salad in.,make,[3],NONE,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,['make'],[3],['NONE'],[0],vua
I'll make you some at home got some,make,[1],NONE,"[0, 0, 0, 0, 0, 0, 0, 0]",0,['make'],[1],['NONE'],[0],vua
